LOG D'ÉTAT PAR STEP (temps continu)

===== STEP 1 | temps simulé = 0.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(44.22,40.00), intent=move_to(73.00,40.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.00,47.87), intent=move_to(53.84,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.86,49.47), intent=move_to(53.84,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.74,51.00), intent=move_to(53.84,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.67,52.51), intent=move_to(53.84,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.66,54.45), intent=move_to(53.84,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,56.00), intent=move_to(53.84,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,58.00), intent=move_to(53.84,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,60.00), intent=move_to(53.84,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,62.00), intent=move_to(53.84,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,64.00), intent=move_to(53.84,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.64,66.00), intent=move_to(53.84,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.67,67.48), intent=move_to(53.84,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.74,68.97), intent=move_to(53.84,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.00,70.11), intent=move_to(53.84,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.17,71.78), intent=move_to(53.84,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.15,73.88), intent=move_to(51.84,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.09,76.01), intent=move_to(51.84,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(67.04,41.79), intent=move_to(51.84,50.08)
- team=B, type=Pikeman, HP=55.0, pos=(66.92,43.53), intent=move_to(51.84,50.08)
- team=B, type=Pikeman, HP=55.0, pos=(66.81,45.22), intent=move_to(51.84,50.08)
- team=B, type=Pikeman, HP=55.0, pos=(66.97,47.62), intent=move_to(51.84,50.08)
- team=B, type=Pikeman, HP=55.0, pos=(66.96,49.69), intent=move_to(53.84,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.91,51.58), intent=move_to(53.84,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.83,53.33), intent=move_to(53.84,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.73,54.90), intent=move_to(53.84,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.70,56.73), intent=move_to(53.84,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.66,58.43), intent=move_to(53.84,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.64,60.00), intent=move_to(53.84,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.64,62.00), intent=move_to(53.84,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.65,63.77), intent=move_to(53.84,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.73,65.07), intent=move_to(53.84,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.76,67.32), intent=move_to(53.84,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.66,69.55), intent=move_to(51.84,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.72,71.14), intent=move_to(51.84,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.80,72.78), intent=move_to(51.84,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(67.03,74.21), intent=move_to(51.84,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(67.16,76.00), intent=move_to(51.84,66.00)
- team=B, type=Knight, HP=100.0, pos=(64.84,50.07), intent=move_to(43.10,50.82)
- team=B, type=Knight, HP=100.0, pos=(64.84,52.06), intent=move_to(43.10,52.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,54.06), intent=move_to(43.10,54.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,56.06), intent=move_to(43.10,56.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,58.06), intent=move_to(43.10,58.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,60.06), intent=move_to(43.10,60.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,62.06), intent=move_to(43.10,62.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,64.06), intent=move_to(43.10,64.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,66.06), intent=move_to(43.10,66.78)
- team=B, type=Knight, HP=100.0, pos=(64.84,68.06), intent=move_to(43.10,68.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,50.03), intent=move_to(43.10,50.82)
- team=B, type=Knight, HP=100.0, pos=(66.84,52.02), intent=move_to(43.10,52.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,54.02), intent=move_to(43.10,54.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,56.02), intent=move_to(43.10,56.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,58.02), intent=move_to(43.10,58.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,60.02), intent=move_to(43.10,60.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,62.02), intent=move_to(43.10,62.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,64.02), intent=move_to(43.10,64.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,66.02), intent=move_to(43.10,66.78)
- team=B, type=Knight, HP=100.0, pos=(66.84,68.02), intent=move_to(43.10,68.78)
- team=B, type=Crossbowman, HP=35.0, pos=(76.79,36.09), intent=move_to(54.13,40.30)
- team=B, type=Crossbowman, HP=35.0, pos=(76.74,37.67), intent=move_to(54.13,40.30)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,39.23), intent=move_to(54.13,40.30)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,40.80), intent=move_to(54.13,40.30)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,42.80), intent=move_to(54.13,42.27)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,44.79), intent=move_to(54.13,44.22)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,46.79), intent=move_to(54.14,46.16)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,48.79), intent=move_to(54.14,48.08)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,50.79), intent=move_to(54.14,50.07)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,52.78), intent=move_to(54.14,52.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,54.78), intent=move_to(54.14,54.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,56.78), intent=move_to(54.14,56.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,58.78), intent=move_to(54.14,58.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,60.78), intent=move_to(54.14,60.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,62.78), intent=move_to(54.14,62.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,64.78), intent=move_to(54.14,64.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,66.78), intent=move_to(54.14,66.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,68.78), intent=move_to(54.14,68.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,70.78), intent=move_to(54.14,69.92)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,72.77), intent=move_to(54.14,71.84)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,74.77), intent=move_to(54.13,73.78)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,76.77), intent=move_to(54.13,75.73)
- team=B, type=Crossbowman, HP=35.0, pos=(76.71,78.76), intent=move_to(54.12,77.66)
- team=B, type=Crossbowman, HP=35.0, pos=(76.74,80.33), intent=move_to(54.12,77.66)
- team=B, type=Crossbowman, HP=35.0, pos=(76.79,81.90), intent=move_to(54.12,77.66)

===== STEP 39 | temps simulé = 7.80 s =====
- team=A, type=Pikeman, HP=55.0, pos=(52.56,40.33), intent=move_to(65.24,42.37)
- team=A, type=Pikeman, HP=55.0, pos=(52.57,42.29), intent=move_to(65.06,44.04)
- team=A, type=Pikeman, HP=55.0, pos=(52.57,44.24), intent=move_to(64.89,45.63)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,46.17), intent=move_to(64.76,47.14)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,48.09), intent=move_to(64.67,48.59)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,50.08), intent=move_to(64.67,50.54)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,52.00), intent=move_to(64.64,52.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,54.00), intent=move_to(64.64,54.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,56.00), intent=move_to(64.64,56.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,58.00), intent=move_to(64.64,58.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,60.00), intent=move_to(64.64,60.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,62.00), intent=move_to(64.64,62.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,64.00), intent=move_to(64.64,64.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,66.00), intent=move_to(64.64,66.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,68.00), intent=move_to(64.64,68.00)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,69.91), intent=move_to(64.67,69.42)
- team=A, type=Pikeman, HP=55.0, pos=(52.58,71.83), intent=move_to(64.76,70.86)
- team=A, type=Pikeman, HP=55.0, pos=(52.57,73.76), intent=move_to(64.89,72.38)
- team=A, type=Pikeman, HP=55.0, pos=(52.57,75.71), intent=move_to(65.05,73.97)
- team=A, type=Pikeman, HP=55.0, pos=(52.54,77.52), intent=move_to(65.05,73.97)
- team=A, type=Pikeman, HP=55.0, pos=(53.56,40.35), intent=move_to(65.24,42.37)
- team=A, type=Pikeman, HP=55.0, pos=(53.57,42.31), intent=move_to(65.06,44.04)
- team=A, type=Pikeman, HP=55.0, pos=(53.57,44.26), intent=move_to(64.89,45.63)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,46.19), intent=move_to(64.76,47.14)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,48.10), intent=move_to(64.67,48.59)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,50.08), intent=move_to(64.67,50.54)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,52.00), intent=move_to(64.64,52.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,54.00), intent=move_to(64.64,54.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,56.00), intent=move_to(64.64,56.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,58.00), intent=move_to(64.64,58.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,60.00), intent=move_to(64.64,60.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,62.00), intent=move_to(64.64,62.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,64.00), intent=move_to(64.64,64.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,66.00), intent=move_to(64.64,66.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,68.00), intent=move_to(64.64,68.00)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,69.91), intent=move_to(64.67,69.42)
- team=A, type=Pikeman, HP=55.0, pos=(53.58,71.81), intent=move_to(64.76,70.86)
- team=A, type=Pikeman, HP=55.0, pos=(53.57,73.74), intent=move_to(64.89,72.38)
- team=A, type=Pikeman, HP=55.0, pos=(53.57,75.69), intent=move_to(65.05,73.97)
- team=A, type=Pikeman, HP=55.0, pos=(53.54,77.53), intent=move_to(65.05,73.97)
- team=A, type=Pikeman, HP=55.0, pos=(54.56,40.38), intent=move_to(65.24,42.37)
- team=A, type=Pikeman, HP=55.0, pos=(54.56,42.33), intent=move_to(65.06,44.04)
- team=A, type=Pikeman, HP=55.0, pos=(54.57,44.28), intent=move_to(64.89,45.63)
- team=A, type=Pikeman, HP=55.0, pos=(54.57,46.20), intent=move_to(64.76,47.14)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,48.10), intent=move_to(64.67,48.59)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,50.09), intent=move_to(64.67,50.54)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,52.00), intent=move_to(64.64,52.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,54.00), intent=move_to(64.64,54.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,56.00), intent=move_to(64.64,56.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,58.00), intent=move_to(64.64,58.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,60.00), intent=move_to(64.64,60.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,62.00), intent=move_to(64.64,62.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,64.00), intent=move_to(64.64,64.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,66.00), intent=move_to(64.64,66.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,68.00), intent=move_to(64.64,68.00)
- team=A, type=Pikeman, HP=55.0, pos=(54.58,69.90), intent=move_to(64.67,69.42)
- team=A, type=Pikeman, HP=55.0, pos=(54.57,71.80), intent=move_to(64.76,70.86)
- team=A, type=Pikeman, HP=55.0, pos=(54.57,73.73), intent=move_to(64.89,72.38)
- team=A, type=Pikeman, HP=55.0, pos=(54.56,75.67), intent=move_to(65.05,73.97)
- team=A, type=Pikeman, HP=55.0, pos=(54.55,77.55), intent=move_to(65.05,73.97)
- team=A, type=Knight, HP=100.0, pos=(52.48,50.10), intent=move_to(64.67,50.54)
- team=A, type=Knight, HP=100.0, pos=(52.48,52.00), intent=move_to(64.64,52.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,54.00), intent=move_to(64.64,54.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,56.00), intent=move_to(64.64,56.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,58.00), intent=move_to(64.64,58.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,60.00), intent=move_to(64.64,60.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,62.00), intent=move_to(64.64,62.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,64.00), intent=move_to(64.64,64.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,66.00), intent=move_to(64.64,66.00)
- team=A, type=Knight, HP=100.0, pos=(52.48,68.00), intent=move_to(64.64,68.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,50.12), intent=move_to(64.67,50.54)
- team=A, type=Knight, HP=100.0, pos=(54.48,52.00), intent=move_to(64.64,52.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,54.00), intent=move_to(64.64,54.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,56.00), intent=move_to(64.64,56.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,58.00), intent=move_to(64.64,58.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,60.00), intent=move_to(64.64,60.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,62.00), intent=move_to(64.64,62.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,64.00), intent=move_to(64.64,64.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,66.00), intent=move_to(64.64,66.00)
- team=A, type=Knight, HP=100.0, pos=(54.48,68.00), intent=move_to(64.64,68.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.37,36.32), intent=move_to(65.24,42.37)
- team=A, type=Crossbowman, HP=35.0, pos=(43.43,37.87), intent=move_to(65.24,42.37)
- team=A, type=Crossbowman, HP=35.0, pos=(43.47,39.42), intent=move_to(65.24,42.37)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,41.03), intent=move_to(65.06,44.04)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,43.08), intent=move_to(64.89,45.63)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,45.07), intent=move_to(64.76,47.14)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,47.03), intent=move_to(64.67,48.59)
- team=A, type=Crossbowman, HP=35.0, pos=(43.49,48.82), intent=move_to(64.67,48.59)
- team=A, type=Crossbowman, HP=35.0, pos=(43.49,50.81), intent=move_to(64.67,50.54)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,52.77), intent=move_to(64.64,52.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,54.77), intent=move_to(64.64,54.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,56.77), intent=move_to(64.64,56.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,58.77), intent=move_to(64.64,58.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,60.77), intent=move_to(64.64,60.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,62.77), intent=move_to(64.64,62.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,64.77), intent=move_to(64.64,64.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,66.77), intent=move_to(64.64,66.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,68.77), intent=move_to(64.64,68.00)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,70.72), intent=move_to(64.67,69.42)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,72.67), intent=move_to(64.76,70.86)
- team=A, type=Crossbowman, HP=35.0, pos=(43.48,74.70), intent=move_to(64.89,72.38)
- team=A, type=Crossbowman, HP=35.0, pos=(43.47,76.62), intent=move_to(65.05,73.97)
- team=A, type=Crossbowman, HP=35.0, pos=(43.46,78.47), intent=move_to(65.05,73.97)
- team=A, type=Crossbowman, HP=35.0, pos=(43.43,80.09), intent=move_to(65.05,73.97)
- team=A, type=Crossbowman, HP=35.0, pos=(43.36,81.66), intent=move_to(65.43,75.31)
- team=B, type=Pikeman, HP=55.0, pos=(65.06,42.50), intent=move_to(54.16,50.10)
- team=B, type=Pikeman, HP=55.0, pos=(64.86,44.15), intent=move_to(54.16,50.10)
- team=B, type=Pikeman, HP=55.0, pos=(64.69,45.71), intent=move_to(54.16,50.10)
- team=B, type=Pikeman, HP=55.0, pos=(64.55,47.20), intent=move_to(54.16,50.10)
- team=B, type=Pikeman, HP=55.0, pos=(64.45,48.62), intent=move_to(54.16,50.10)
- team=B, type=Pikeman, HP=55.0, pos=(64.45,50.57), intent=move_to(54.16,52.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,52.00), intent=move_to(54.16,52.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,54.00), intent=move_to(54.16,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,56.00), intent=move_to(54.16,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,58.00), intent=move_to(54.16,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,60.00), intent=move_to(54.16,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,62.00), intent=move_to(54.16,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,64.00), intent=move_to(54.16,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,66.00), intent=move_to(54.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.42,68.00), intent=move_to(54.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.45,69.39), intent=move_to(54.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.54,70.81), intent=move_to(54.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.68,72.30), intent=move_to(54.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(64.86,73.86), intent=move_to(54.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.26,75.17), intent=move_to(54.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.16,42.56), intent=move_to(54.16,52.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.99,44.31), intent=move_to(54.16,52.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.81,45.98), intent=move_to(54.16,52.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.80,47.97), intent=move_to(54.16,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.65,49.55), intent=move_to(54.16,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.53,51.06), intent=move_to(54.16,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.45,52.54), intent=move_to(54.16,54.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.45,54.48), intent=move_to(54.16,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,56.00), intent=move_to(54.16,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,58.00), intent=move_to(54.16,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,60.00), intent=move_to(54.16,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,62.00), intent=move_to(54.16,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,64.00), intent=move_to(54.16,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.42,66.00), intent=move_to(54.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.45,67.45), intent=move_to(54.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.53,68.92), intent=move_to(54.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.81,70.01), intent=move_to(54.16,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.99,71.66), intent=move_to(54.16,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.95,73.80), intent=move_to(52.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(65.90,75.90), intent=move_to(52.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.85,41.89), intent=move_to(52.16,50.09)
- team=B, type=Pikeman, HP=55.0, pos=(66.72,43.62), intent=move_to(52.16,50.09)
- team=B, type=Pikeman, HP=55.0, pos=(66.60,45.29), intent=move_to(52.16,50.09)
- team=B, type=Pikeman, HP=55.0, pos=(66.75,47.65), intent=move_to(52.16,50.09)
- team=B, type=Pikeman, HP=55.0, pos=(66.76,49.79), intent=move_to(54.16,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.71,51.66), intent=move_to(54.16,56.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.62,53.41), intent=move_to(54.16,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.51,54.95), intent=move_to(54.16,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.48,56.75), intent=move_to(54.16,58.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.44,58.46), intent=move_to(54.16,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.42,60.00), intent=move_to(54.16,60.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.42,62.00), intent=move_to(54.16,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.43,63.78), intent=move_to(54.16,64.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.52,65.02), intent=move_to(54.16,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.56,67.23), intent=move_to(54.16,62.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.44,69.53), intent=move_to(52.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.50,71.10), intent=move_to(52.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.59,72.72), intent=move_to(52.16,68.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.83,74.11), intent=move_to(52.16,66.00)
- team=B, type=Pikeman, HP=55.0, pos=(66.97,75.88), intent=move_to(52.16,66.00)
- team=B, type=Knight, HP=100.0, pos=(64.52,50.08), intent=move_to(43.29,50.81)
- team=B, type=Knight, HP=100.0, pos=(64.52,52.07), intent=move_to(43.29,52.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,54.07), intent=move_to(43.29,54.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,56.07), intent=move_to(43.29,56.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,58.07), intent=move_to(43.29,58.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,60.07), intent=move_to(43.29,60.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,62.07), intent=move_to(43.29,62.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,64.07), intent=move_to(43.29,64.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,66.07), intent=move_to(43.29,66.78)
- team=B, type=Knight, HP=100.0, pos=(64.52,68.07), intent=move_to(43.29,68.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,50.04), intent=move_to(43.29,50.81)
- team=B, type=Knight, HP=100.0, pos=(66.52,52.03), intent=move_to(43.29,52.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,54.03), intent=move_to(43.29,54.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,56.03), intent=move_to(43.29,56.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,58.03), intent=move_to(43.29,58.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,60.03), intent=move_to(43.29,60.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,62.03), intent=move_to(43.29,62.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,64.03), intent=move_to(43.29,64.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,66.03), intent=move_to(43.29,66.78)
- team=B, type=Knight, HP=100.0, pos=(66.52,68.03), intent=move_to(43.29,68.78)
- team=B, type=Crossbowman, HP=35.0, pos=(76.60,36.13), intent=move_to(54.34,40.34)
- team=B, type=Crossbowman, HP=35.0, pos=(76.54,37.69), intent=move_to(54.34,40.34)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,39.24), intent=move_to(54.34,40.34)
- team=B, type=Crossbowman, HP=35.0, pos=(76.51,40.79), intent=move_to(54.34,40.34)
- team=B, type=Crossbowman, HP=35.0, pos=(76.51,42.79), intent=move_to(54.35,42.30)
- team=B, type=Crossbowman, HP=35.0, pos=(76.51,44.79), intent=move_to(54.35,44.25)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,46.79), intent=move_to(54.36,46.18)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,48.78), intent=move_to(54.36,48.09)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,50.78), intent=move_to(54.36,50.08)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,52.77), intent=move_to(54.36,52.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,54.77), intent=move_to(54.36,54.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,56.77), intent=move_to(54.36,56.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,58.77), intent=move_to(54.36,58.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,60.77), intent=move_to(54.36,60.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,62.77), intent=move_to(54.36,62.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,64.77), intent=move_to(54.36,64.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,66.77), intent=move_to(54.36,66.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,68.77), intent=move_to(54.36,68.00)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,70.77), intent=move_to(54.36,69.91)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,72.76), intent=move_to(54.36,71.82)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,74.76), intent=move_to(54.35,73.75)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,76.77), intent=move_to(54.34,77.62)
- team=B, type=Crossbowman, HP=35.0, pos=(76.52,78.75), intent=move_to(54.34,77.62)
